,text,label_category,traintest
870,I always sing the praises of the east - LOCATION1 is great,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
871,"I am 14 years old and live in London, I live in LOCATION1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
872,I am 21 years old (soon 22) and haved lived in LOCATION1 most of my life,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
873,"I am Italian too and i live very close to LOCATION1, it reall ydepends where in the Area you are going to live","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
874,I am a 16 year old girl and I am moving to LOCATION1 in a month with my mum and sister,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
875,I am applying to CSM next to LOCATION1 station,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
876,"I am based near to LOCATION1, on LOCATION2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
877,"I am currently living in LOCATION1 but need to buy a bigger house as my family is expanding, and I can't afford to buy in SN","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
878,"I am i LOCATION1, in LOCATION2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
879,"I am living in LOCATION1, LOCATION2, but have to move","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
880,"I am looking around LOCATION2, LOCATION1, and Swiss Village","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
881,I am moving to LOCATION1 in a couple of months,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
882,I am moving to London as I have just got a job in LOCATION1 which is NW6 ( I think,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
883,I am no fan of LOCATION1 ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
884,I am not in your area but I live in LOCATION1  But neither am I a mum lol but if you ever bored and want a chat just mail me :) xx,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
885,"I am originally from London, I grew up in LOCATION1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
886,I am presuming that the LOCATION1 that you have mentioned is near The euston Overland Rail Station in Central London,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",train
887,"I am sure you will enjoy living in LOCATION1, I have lived here most of my adult life and think it's a great place  The borough of LOCATION1 is  overall a nice, friendly area","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
888,I am thinking of LOCATION2 and preferably near LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
889,"I am told LOCATION1 has the lowest Council Tax , but perhaps that means the services that council provide are not as good as other in other boroughs","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",train
890,I beg to differ with a previous poster stating LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
891,I believe it is LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
892,I can't afford to live in somewhere like LOCATION1 but I don't wanna live in a dump like LOCATION2,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
893,I can't imagine that someone in e g  LOCATION1 would think it worthwhile to go all the way to e g  LOCATION2 to swim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
894,I come from south London and really want to no why so many people think cockneys only come from LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
895,"I could say, I live in the area of LOCATION2  Which happens to be in the borough of LOCATION1 which is IN London","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
896,I did live in LOCATION1 for a year or so and found it to be a very comfortable area,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
897,I did love LOCATION1 and would have stayed if I'd been able to afford to rent there but some of the prices are just silly,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",train
898,I didn't even know there was a north LOCATION1 depends which bit,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
899,"I didn't get to either this or the Roundwookd Park (LOCATION1) display, but at least there was plenty to enjoy - or endure- and ""remember"" right up to midnight","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
900,I didn't want to pay middle of London hotel prices so I decided to stay in LOCATION1 (which I thought was London because it is London borough of LOCATION1),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
901,"I do like LOCATION1, but it is definitely less safe than Kirby Street","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
902,I do n't know LOCATION2 but LOCATION1 has some very affordable properties if your renting or buying,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
903,"I do n't know South London , But LOCATION1 I do , it has a big IKEA , a bigger TESCO 's and a place where they burn rubbish","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
904,"I do n't know about Clanricarde Gardens , but LOCATION1 is pretty safe , and it 's easy to get to place via the tube","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",train
905,"I do n't know what your budget is , but LOCATION1 is my favourite place and if I could afford it , I would live there","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
906,I don't know LOCATION1 but I do know that it's in zone 5 so that will cost you more in fares,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
907,"I don't know LOCATION1 that well, but as with most areas as long as you look after your personal safety you should be fine","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
908,I don't know if it has anything to do with excavations or British Rail Freight Trains running on the LOCATION1 Branch Line,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
909,I don't know if their estimates were for the area (LOCATION1) or if that's University of London's estimates,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
910,I don't know much about LOCATION1 apart from there are a lot more tube stations there but I think the prices do reflect this,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",train
911,"I don't know of anything in the immediate area LOCATION1, LOCATION2, etc so you may have to travel a little","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
912,"I don't know what crime figures you were looking at, but overall crime is down in LOCATION1","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
913,I don't like LOCATION1 - It's always ramo  ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
914,I don't live in LOCATION1 as I can't afford it ,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
915,"I don't live in LOCATION1, but I am a South Londoner ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
916,"I don't really know the areas, but I just read online that LOCATION1 and LOCATION2 are very bad and violent areas","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",train
917,I don't want to live right IN LOCATION2  Maaaaaaaaan i used to live in LOCATION1 and well i must say i luved it there,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
918,"I enjoyed living in LOCATION1, its a proper mutli-cultural London suburb","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",train
919,I expect people from LOCATION1 are keen to remain living around there,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
920,I felt safest in LOCATION1 and LOCATION2  ,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
921,I found a hotel (the Bonnington near LOCATION1) that seemed nice (four stars) and convenient,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
922,I found a map through google which shows you the actual area:  The London is the area East of 'The LOCATION1',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
923,I found one for 100 a week sharing with 5 other students in LOCATION1:  Make sure that the ad states that students are welcome as a lot of people want full time working people,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
924,I grew up in LOCATION1 which was then part of Essex,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
925,I guess when you're living in a 3 million pound LOCATION1 you don't really care what the view is like outside,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
926,"I had a day trip to LOCATION1 last year, my partner and me did not see a black face all day - ","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",train
927,I had three very happy years at Imperial College in LOCATION1 (which was part of the University of London then),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
928,I happen to live on the north west edge in a suburb called LOCATION1 ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
929,I have a friend that lives in a small place called LOCATION1 and it comes under LOCATION2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
930,"I have a friend who lived in LOCATION1 , and it was full of drug dealers, so stay away from Central LOCATION1","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",train
931,I have been looking around LOCATION1 Church and Devon Road area,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
932,"I have found an apartment on a short term basis at Clanricarde Gardens, LOCATION1, London","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
933,I have had a look on internet and it seems there are areas very unsafe there like LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
934,I have lived  for 10 years in  LOCATION1  and have never witnessed any trouble,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
935,I have lived in LOCATION1 - some areas get a bad rap but there are good areas,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
936,I have lived in LOCATION1 all my life and I am 82 years old,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
937,I have lived in LOCATION1 for 25 years and it's now one the most safest places to live,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
938,I have lived in LOCATION1 for the past six years and love it here,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
939,I have lived in LOCATION1 in the past and that's quite nice but no train links,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",train
940,I have lived in West and LOCATION1 also,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
941,I have lived in the LOCATION1 area for 5 years and had no troubles,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
942,I have lots of mates that live in LOCATION1 and they have cool bars and lots of cultural food (especially Indian),"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",train
943,"I have met loads of people with dogs, every journey I made was filled with dogs- not the same in other areas I have lived in,  Loads of areas have dogs, but all it takes is one annoying person to leave their dog outside for the LOCATION1 to be disruptive to everyone else","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
944,"I have never been back to LOCATION1, it is an absolutely horrible area, and I won't be returning in a hurry ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
945,I have no idea but this website will help you find your answers LOCATION1 has good access to London via trains and busses but be warned its not the safest of places so dont go round flashing ya cash or your mobile phones e,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",train
946,I have now moved to LOCATION1 and havent had any problems there either,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
947,I have stayed in a place called Abercorn House in LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
948,I have told a couple of other people that the Boroughs of LOCATION1 and LOCATION2 are the best combination of cheap and safe,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",train
949,I have worked in LOCATION1 and I also live there now,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
950,I haven't been to LOCATION2 or LOCATION1 so can't compare directly,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
951,"I heard that LOCATION1 has AMAZING shops , especially for rockabilly/punk/indie / pin-up type of things","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",train
952,"I heard that LOCATION1 is more residental and not a fun place to leave , all the fun is in LOCATION2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
953,I heard that LOCATION1 was ok but the problem is that I can not find student hostels around there,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
954,I honestly have no fear of walking around the LOCATION1 on my own at any time,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
955,I hope you could tell me about  areas at the outskirts of the London (LOCATION1 for example) quieter and less expensive,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",train
956,I keep finding places that say LOCATION1 and LOCATION2 ; are these suburbs within the suburbs,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
957,I know LOCATION1 best as I live close to it,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
958,"I know LOCATION2 extremely well - I used to live in LOCATION1, the next suburb to it","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
959,I know London well but i'm not overly familiar with the LOCATION1 area as a whole,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
960,I know because until about 4 years ago I lived in LOCATION1 and frequently did get away with not paying,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
961,"I know people like LOCATION1, and I used to like going out there while I was at university","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",train
962,"I know someone else in LOCATION1, again one of the most expensive  areas in London who was robbed at knife point walking the 2 blocks ","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",train
963,"I know that once LOCATION1 would have been a village , as so many areas in London were","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
964,"I know there are parts of LOCATION1 which are rumoured to be dodgy , but as I discovered , find a nice street and you will be fine London is safe as large cities go , but LOCATION2 is n't exactly the safest part of it ( then again , not the worst either )","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
965,"I like  LOCATION2, LOCATION1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
966,I like LOCATION1 and LOCATION2 ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
967,"I like LOCATION1 and LOCATION2 Hi all, i am due to start a new job in London in November, i have only been to London once (and that was for the job interview) so i have no idea of where is a safe place to live and where are the no go areas","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
968,"I like LOCATION1 and LOCATION2 Hi, it really does depend on the kind of budget you are working to and the type of area you want to live in","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
969,I like LOCATION1 and LOCATION2 London is a very strange place to live as alot of the rougher areas close to town are expensive and the nice parts are cheaper because there out of town,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
970,I like LOCATION1 because it's clean and not overly populated like the area I live in,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
971,I like LOCATION1 myself,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
972,I like Tawhid mosque in LOCATION1 because that's near to me,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
973,I like leafy LOCATION1,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
974,"I like many places in London, I would choose somewhere like LOCATION1 or LOCATION2  ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
975,"I like the LOCATION1 too  view this page , maybe can help you:  Good Lucky","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
976,I liv in tower hamlets in LOCATION1 which is a place where a lot of violence happens wiv gangs e,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
977,I live around the LOCATION1 area which is by the financial London and used to live on my own ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
978,I live around the corner from the carpet shop in LOCATION1 - well I did until it was demolished,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
979,I live close to LOCATION1 and LOCATION2 and feel perfectly safe  ,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
980,I live here in sunny LOCATION1 where you do not really need a car for getting about ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",train
981,I live in Australia in a suburb of Newcastle called LOCATION1 which is my main reason for it,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
982,I live in Greater London (originally from Kent) and will have to commute to London LOCATION1 for work soon,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
983,I live in LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
984,I live in LOCATION1 (just south),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
985,I live in LOCATION1 Kate Bush was born here Bernie Ecclestone and Delia Smith both went to school here ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
986,I live in LOCATION1 and I believe its got everything you're looking for,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
987,I live in LOCATION1 and I like it very much,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
988,I live in LOCATION1 and feel quite safe,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
989,I live in LOCATION1 and it's great,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
990,I live in LOCATION1 and it's not ALL 'grotty',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
991,I live in LOCATION1 and just walking around the market/ stables area you will be able to find all you need,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
992,I live in LOCATION1 and work on bond st,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
993,I live in LOCATION1 at the moment,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
994,"I live in LOCATION1 at the moment, which is lovely, and there are a lot of foreign people who choose to move here","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",train
995,I live in LOCATION1 but am preparing to move out  reluctantly because it is so expensive,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
996,I live in LOCATION1 council,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
997,I live in LOCATION1 in LOCATION2 and it's mainly families here,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
998,"I live in LOCATION1 in LOCATION2, and it's pretty safe  ","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
999,I live in LOCATION1 in SE London,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1000,I live in LOCATION1 in north it is quite brilliant that is where you want to be ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
1001,"I live in LOCATION1 n it's crazy crime  Guns, knives, hoodies, chavs  ","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
1002,I live in LOCATION1 where it is leafy and the streets around me are nice but 10 minutes walk away there is a huge estate full of drug dealers ,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
1003,"I live in LOCATION1 which I love which is not much more central, but is a hell of a lot busier with tourists","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",train
1004,I live in LOCATION1 which has 4 DLR stations which can get you to LOCATION2 in 10-15 minutes and then to central London,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1005,I live in LOCATION1 which is a ten minute walk from Wilesden Green so feel I can answer your question accurately,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1006,I live in LOCATION1 which is one of the cheapest parts of London - if not THE cheapest ,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
1007,I live in LOCATION1 which is the pits,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
1008,"I live in LOCATION1, Herts and a one bed flat is around 700-800 a month,it's a nice area too","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
1009,"I live in LOCATION1, LOCATION2 area, but am willing to travel for the right school","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1010,"I live in LOCATION1, LOCATION2, and work in Tower Hamlets","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1011,"I live in LOCATION1, Near Stamford bridge","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1012,"I live in LOCATION1, and  I wouldn't advice you to consider it","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
1013,"I live in LOCATION1, and is the best place in London as far as I am concerned ","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
1014,"I live in LOCATION1, and it's great there","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
1015,"I live in LOCATION1, the border","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1016,"I live in LOCATION1, which is considered bad, but the people that live there will not go into LOCATION2 at night  y","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",train
1017,"I live in LOCATION1, which is considered one of the better areas - and I've been mugged twice ","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",train
1018,I live in LOCATION2 - so borderline LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1019,"I live in LOCATION2, and have been tempted also to live in LOCATION1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1020,I live in London and am quite happy to walk around in LOCATION1 but I would be scared to walk around estates in LOCATION2,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
1021,"I live in London, i hope you realise that LOCATION1 is one of the most run down areas of London and it is home to the most notorious estate in the UK","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
1022,I live in SE27 but 1 street away is SW16. It's the border between LOCATION1 and LOCATION2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1023,I live in a place called LOCATION1 which is North-East London on the Essex border,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1024,I live in that neck of the woods a bit further out from LOCATION1 in zone 3 (LOCATION2),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1025,"I live in the LOCATION1 area, surrounded by council estates and beautiful Victorian houses, I desperately want one of them, any got a half mill they can spare","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1026,I live midway between Gatwick and LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1027,I live near LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1028,I live off the LOCATION1 in LOCATION2 which is a ten min bus journey to Elephant And Castle tube,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1029,"I live on the edge of LOCATION1, so have great access to green spaces, outdoor swimming, local/independent shops and cafes, plus a generally nice, safe neighbourhood","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",train
1030,I live pretty near to LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1031,"I live slightly further out in LOCATION1, SW London, which is also pretty lively, with a reasonable number of shops, and quite a few nice bars and restaurants, and is a bit cheaper ","[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0]",train
1032,"I live slightly further out in LOCATION1, SW London, which is also pretty lively, with a reasonable number of shops, and quite a few nice bars and restaurants, and is a bit cheaper I think than some other areas ","[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0]",train
1033,I lived and worked in a very poor area of London called LOCATION1  it's fill of social problems,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
1034,I lived for a while in LOCATION1/LOCATION2 in the south-east for a while,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1035,I lived in LOCATION1 all my life until a bit after my 22nd birthday with no incidents,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
1036,I lived in LOCATION1 for 12 years and never felt unsafe,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
1037,"I lived in LOCATION1 for 20 years, and was using an inhaler about 3 times a day","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1038,I lived in LOCATION1 for a couple of years and from there I was able to walk into Central London ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",train
1039,I lived in LOCATION1 for a while,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1040,"I lived in LOCATION1 for four years, and the worst thing about it  was that the public transport sucks","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",train
1041,I lived in LOCATION1 for over a yr and never had a problem ,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
1042,I lived in LOCATION1 for six years without any problems with crime,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
1043,I lived in LOCATION1 for years and years and had no bother,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
1044,I lived in London for 57 years and the only time I was attacked was in posh old LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
1045,I lived in the LOCATION1 area for 10 years when I first moved to London and you could have lined all the neighbours up and I wouldn't have recognised one of them,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1046,I lived on the border of LOCATION1 and LOCATION2 for years and never once witnessed or became the victim of any sort of crime,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
1047,I lived on the border of LOCATION2 and LOCATION1 for almost 7 years and never had any problems,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
1048,"I looked at all the options and opted for LOCATION1 in Kent in the end - mainly because it's very green and rural, but it's also one of the last stops for the fast coast trains before the get to London","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",train
1049,I love LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
1050,"I love LOCATION1, its such a great place to spend the day, wandering around the shops and stalls and in the end you will end up buying something","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",train
1051,I love going to LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
1052,I love it around LOCATION1  ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
1053,I love living near the LOCATION2 and LOCATION1,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1054,I love visiting LOCATION1 and I imagine it would be a great place to live,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
1055,"I loved LOCATION1 when I lived there, good shops, restaurants and pubs  Both LOCATION2 and LOCATION1 have excellent public transport","[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1]",train
1056,"I loved the village and thought LOCATION1 was just beautiful , especially the lake , and it only took about 30 minutes to get to LOCATION2 Rd","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",train
