,text,label_category,traintest
731,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.","[0, 0, 0, 1, 0]",train
732,I would go back tho.,"[0, 0, 0, 0, 1]",train
733,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.","[0, 0, 0, 1, 0]",train
734,too large for just two people but nothing was left.,"[0, 0, 0, 1, 0]",train
735,I cannot imagine better Indian food in all of the city.,"[0, 0, 0, 1, 0]",train
736,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,"[1, 0, 0, 0, 0]",train
737,A pleasant surprise.,"[0, 0, 0, 0, 1]",train
738,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,"[0, 1, 0, 0, 0]",train
739,If you don't mind all that noise then go to the Chart House.,"[1, 0, 0, 0, 0]",train
740,We got most of it back at home with us.,"[0, 0, 0, 0, 1]",train
741,Get there before 7pm.,"[0, 0, 0, 0, 1]",train
742,very good breads as well.,"[0, 0, 0, 1, 0]",train
743,"if this happens, just ask for real naan.","[0, 0, 0, 0, 1]",train
744,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,"[0, 0, 1, 1, 0]",train
745,"So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it.","[1, 0, 0, 0, 0]",train
746,"Pizza is terrific, as is homemade pasta.","[0, 0, 0, 1, 0]",train
747,Definitely a neighborhood favorite.,"[0, 0, 0, 0, 1]",train
748,This is a wonderful place on all stand points especially value ofr money.,"[0, 0, 1, 0, 0]",train
749,My first encounter happened one friday evening with a friend.,"[0, 0, 0, 0, 1]",train
750,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,"[0, 0, 1, 0, 0]",train
751,"Service is not exactly five star, but thats not really a big deal.","[0, 1, 0, 0, 0]",train
752,There are other people waiting!,"[0, 1, 0, 0, 0]",train
753,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.","[0, 0, 0, 1, 0]",train
754,OU MUST TRY THIS RESTAURANT.,"[0, 0, 0, 0, 1]",train
755,"We left, never to return.","[0, 0, 0, 0, 1]",train
756,Consistently good Japanese Tapas.,"[0, 0, 0, 1, 0]",train
757,No apologies during restaurant week.,"[0, 0, 0, 0, 1]",train
758,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.","[0, 0, 0, 1, 0]",train
759,"This place started off a little iffy, but is now one of my favorite indian restaurants in NYC (and I'm indian, so I should know).","[0, 0, 0, 0, 1]",train
760,They also do a great job for restaurant week.,"[0, 0, 0, 0, 1]",train
761,I went to this restaurant with a woman that I met recently.,"[0, 0, 0, 0, 1]",train
762,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","[0, 0, 0, 1, 0]",train
763,This is where the aforementioned line was.,"[0, 0, 0, 0, 1]",train
764,The food is reliable and the price is moderate.,"[0, 0, 1, 1, 0]",train
765,"Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....","[1, 0, 0, 0, 0]",train
766,"While the ambiance and atmosphere were great, the food and service could have been a lot better.","[1, 1, 0, 1, 0]",train
767,We always go there on the weekends and leave extremely full and satisfied.,"[0, 0, 0, 0, 1]",train
768,i dont how this place is still running.,"[0, 0, 0, 0, 1]",train
769,The server was really cool and served us our food and drinks with a smile.,"[0, 1, 0, 0, 0]",train
770,We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,"[0, 0, 0, 0, 1]",train
771,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .","[0, 0, 0, 1, 0]",train
772,"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.","[0, 0, 0, 0, 1]",train
773,Excellent experience.,"[0, 0, 0, 0, 1]",train
774,"Well worth the trip, close to City Hall and downtown subway stops.","[0, 0, 0, 0, 1]",train
775,I had to share my table with a loud group of kids and the service was rude an unattentive.,"[1, 1, 0, 0, 0]",train
776,What more could you want?,"[0, 0, 0, 0, 1]",train
777,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.","[0, 0, 0, 0, 1]",train
778,"All in all, I don't see how you can go wrong.","[0, 0, 0, 0, 1]",train
779,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,"[0, 0, 0, 1, 0]",train
780,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.","[1, 0, 0, 0, 0]",train
781,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.","[0, 0, 0, 1, 0]",train
782,We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,"[0, 0, 0, 0, 1]",train
783,The food is usually good but it certainly isn't a relaxing place to go.,"[1, 0, 0, 1, 0]",train
784,I'm told that it is open 24hrs which is good.,"[0, 0, 0, 0, 1]",train
785,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!","[1, 1, 0, 1, 0]",train
786,The prices were fantastic.,"[0, 0, 1, 0, 0]",train
787,What a great place!,"[0, 0, 0, 0, 1]",train
788,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...","[0, 0, 1, 1, 0]",train
789,"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.","[0, 1, 0, 0, 0]",train
790,"It's not mind-blowing, but to me, thai food never is and never will be.","[0, 0, 0, 1, 0]",train
791,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","[0, 0, 0, 1, 0]",train
792,"Although, one night we went it was super cheesy, and another night it was less cheesy.","[0, 0, 0, 1, 0]",train
793,"Even though it is a little loud, you don't have to yell at each other to talk.","[1, 0, 0, 0, 0]",train
794,"i've been to sapphire twice and both times the food was fine, if not good.","[0, 0, 0, 1, 0]",train
795,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,"[1, 0, 0, 0, 0]",train
796,Was surprisingly disappointed.,"[0, 0, 0, 0, 1]",train
797,I love the fact that the pizza tastes so good and is so cheap.,"[0, 0, 1, 1, 0]",train
798,Nicky the Nose at the bar is a treat.,"[0, 1, 0, 0, 0]",train
799,I went to Ruby Foo's after work with a group of 6.,"[0, 0, 0, 0, 1]",train
800,I'm amazed we haven't been kicked out of this place yet.,"[0, 0, 0, 0, 1]",train
801,"Service was prompt, friendly and great.","[0, 1, 0, 0, 0]",train
802,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.","[0, 0, 0, 1, 0]",train
803,The sushi was awful!,"[0, 0, 0, 1, 0]",train
804,Katz's has been a NYC original for over 100 years.,"[0, 0, 0, 0, 1]",train
805,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,"[0, 0, 1, 0, 0]",train
806,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.","[0, 0, 0, 1, 0]",train
807,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,"[0, 0, 0, 1, 0]",train
808,"Late nite omelletes are not good here, there is no variety!","[0, 0, 0, 1, 0]",train
809,Everything at Sala Thai is tasty and well-portioned.,"[0, 0, 0, 1, 0]",train
810,"After all that, they complained to me about the small tip.","[0, 1, 0, 0, 0]",train
811,It's a great place to pick up a cheap lunch or dinner.,"[0, 0, 1, 0, 0]",train
812,"Behind this counter, two men are squeezed in.","[1, 0, 0, 0, 0]",train
813,Great find!!!,"[0, 0, 0, 0, 1]",train
814,"If only they delivered, they'd make a mint!","[0, 0, 0, 0, 1]",train
815,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.","[0, 1, 0, 1, 0]",train
816,"Our waitress was sweet and accomodating, not overbearing.","[0, 1, 0, 0, 0]",train
817,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,"[0, 1, 0, 0, 0]",train
818,I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,"[0, 0, 0, 0, 1]",train
819,The website and rating makes this place look wonderful but in reality it was very disappointing.,"[1, 0, 0, 0, 1]",train
820,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.","[0, 0, 0, 1, 0]",train
821,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,"[1, 0, 0, 0, 0]",train
822,"A large is $20, and toppings are about $3 each.","[0, 0, 1, 0, 0]",train
823,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.","[0, 0, 0, 0, 1]",train
824,I definitely wouldn't go back.,"[0, 0, 0, 0, 1]",train
825,It is not worth for that bucks.,"[0, 0, 1, 0, 0]",train
826,brick oven gallery is My pick for best pizza restaurant anywhere.,"[0, 0, 0, 0, 1]",train
827,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,"[0, 1, 1, 1, 0]",train
828,"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.","[0, 0, 0, 1, 0]",train
829,"Growing up in NY, I have eaten my share of bagels.","[0, 0, 0, 0, 1]",train
830,"Oh, don't even let me start with how expensive the bills were!","[0, 0, 1, 0, 0]",train
831,A hearty two thumbs up!,"[0, 0, 0, 0, 1]",train
832,The scallion pancakes and fried dumplings were nothing out of the ordinary.,"[0, 0, 0, 1, 0]",train
833,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!","[0, 0, 0, 1, 0]",train
834,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.","[0, 1, 1, 0, 0]",train
835,Service is top notch.,"[0, 1, 0, 0, 0]",train
836,The food now is inconsistent.,"[0, 0, 0, 1, 0]",train
837,All pretty good.,"[0, 0, 0, 0, 1]",train
838,"You can also special order any kind of dumpling,etc.","[0, 0, 0, 0, 1]",train
839,you guys rock.,"[0, 0, 0, 0, 1]",train
840,Chance is a joke.,"[0, 0, 0, 0, 1]",train
841,I was pretty much full after our fondue appetizer.,"[0, 0, 0, 1, 1]",train
842,BE CAREFUL before you request extra spice.,"[0, 0, 0, 1, 0]",train
843,The octopus eaters were floored by the Octopus salad.,"[0, 0, 0, 1, 0]",train
844,We thought that this place is using too much of MSG cooking in the foods.,"[0, 0, 0, 1, 0]",train
845,I was at Rao's last Wed.,"[0, 0, 0, 0, 1]",train
846,And the Tom Kha soup was pathetic.,"[0, 0, 0, 1, 0]",train
847,I started out with a Bombay beer which was big enough for two.,"[0, 0, 0, 1, 0]",train
848,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","[1, 0, 0, 0, 0]",train
849,Service was quick.,"[0, 1, 0, 0, 0]",train
850,Tends to turn people away.,"[0, 0, 0, 0, 1]",train
851,We thought this a prelude to what the evening will be like.,"[0, 0, 0, 0, 1]",train
852,"I was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.","[0, 0, 0, 0, 1]",train
853,Drawbacks: service is slow and they don't toast!,"[0, 1, 0, 0, 0]",train
854,Went there for an office lunch.,"[0, 0, 0, 0, 1]",train
855,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,"[0, 0, 0, 0, 1]",train
856,"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.","[0, 0, 0, 0, 1]",train
857,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,"[0, 0, 0, 1, 0]",train
858,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.","[0, 0, 0, 1, 0]",train
859,The best thing I tasted were the lambchops.,"[0, 0, 0, 1, 0]",train
860,it's delicious!,"[0, 0, 0, 1, 0]",train
861,The spicy tuna and salmon are the best we've ever had.,"[0, 0, 0, 1, 0]",train
862,"Even though its good seafood, the prices are too high.","[0, 0, 1, 1, 0]",train
863,"In addition, the food is very good and the prices are reasonable.","[0, 0, 1, 1, 0]",train
864,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.","[0, 1, 0, 0, 0]",train
865,"If you live outside the neighborhood, don't bother!","[0, 0, 0, 0, 1]",train
866,Been going here since it opened have seen the quality value decrease considerably.,"[0, 0, 0, 0, 1]",train
867,"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.","[0, 0, 0, 1, 0]",train
868,I never had anything I didn't like here.,"[0, 0, 0, 0, 1]",train
869,Reasonable prices.,"[0, 0, 1, 0, 0]",train
870,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,"[0, 1, 0, 0, 0]",train
871,"Try the crunchy tuna, it is to die for.","[0, 0, 0, 1, 0]",train
872,It won't break the bank but I also wouldnt come back for the food.,"[0, 0, 1, 1, 0]",train
873,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.","[0, 0, 0, 0, 1]",train
874,I've been to Joya twice and I will never go again.,"[0, 0, 0, 0, 1]",train
875,So rushing us out was absolutely unnecessary!,"[0, 0, 0, 0, 1]",train
876,However it is the ONLY Taiwanese restaurant in town.,"[0, 0, 0, 0, 1]",train
877,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,"[1, 0, 0, 0, 0]",train
878,"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).","[0, 0, 0, 1, 0]",train
879,"No refills on fountain drinks, though.","[0, 0, 0, 1, 0]",train
880,Wow over 100 beers to choose from.,"[0, 0, 0, 1, 0]",train
881,Be careful of portions - they're HUGE.,"[0, 0, 0, 1, 0]",train
882,"The Steak Tartare is a great bet, they fix it for you at the table.","[0, 0, 0, 1, 0]",train
883,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,"[0, 1, 0, 1, 0]",train
884,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,"[0, 1, 0, 0, 1]",train
885,Did I mention the wine?,"[0, 0, 0, 1, 0]",train
886,"Plus, on Wednesday nights the house wine is unlimited!","[0, 0, 0, 1, 0]",train
887,It is by far my favorite restaurant in Brooklyn.,"[0, 0, 0, 0, 1]",train
888,Now it's so crowded and loud you can't even talk to the person next to you.,"[1, 0, 0, 0, 0]",train
889,Love Pizza 33..,"[0, 0, 0, 0, 1]",train
890,Even my Indian friend couldn't believe how good and tasty everything was.,"[0, 0, 0, 1, 0]",train
891,"I'm from England, and Haru's was the best I had in NYC.","[0, 0, 0, 0, 1]",train
892,Less = More in their case.,"[0, 0, 0, 0, 1]",train
893,Ruby Foo's is a tourist trap.,"[0, 0, 0, 0, 1]",train
894,I've been here a couple of times and have not been impressed.,"[0, 0, 0, 0, 1]",train
895,I've been many time and have never been disappointed.,"[0, 0, 0, 0, 1]",train
896,Ciao Bella,"[0, 0, 0, 0, 1]",train
897,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,"[0, 1, 0, 1, 0]",train
898,The dim sum servings here are a bit larger than I'm used to.,"[0, 0, 0, 1, 0]",train
899,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.","[1, 1, 0, 0, 0]",train
900,We won't go to this place again for a good meal.,"[0, 0, 0, 1, 0]",train
901,It's a much more grown up restaurant compared to the rest of the street.,"[1, 0, 0, 0, 0]",train
902,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.","[0, 0, 0, 1, 0]",train
903,We were treated with attitude ever since the moment we stepped into the restaurant!,"[0, 1, 0, 0, 0]",train
904,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.","[1, 0, 0, 0, 0]",train
905,Taj Mahal offeres gret value and great food.,"[0, 0, 1, 1, 0]",train
906,Has the chef and owner changed???,"[0, 1, 0, 0, 0]",train
907,My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,"[0, 0, 0, 0, 1]",train
908,I absolutely Loved this place.,"[0, 0, 0, 0, 1]",train
909,I wish I lived there as I would eat at this place as often as possible!,"[0, 0, 0, 0, 1]",train
910,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.","[0, 0, 0, 1, 0]",train
911,"Outstanding Bagels, but you get what you pay for.","[0, 0, 1, 1, 0]",train
912,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!","[0, 0, 0, 1, 0]",train
913,"If you're in town, it's worth searching for another place.","[0, 0, 0, 0, 1]",train
914,I have tried the various slice joints around the village but this is by far the best one.,"[0, 0, 0, 0, 1]",train
915,"I found it on a cold night, the perfect spot to warm up.","[1, 0, 0, 0, 0]",train
916,They even have a section in the menu called American Chinese food!,"[0, 0, 0, 1, 0]",train
917,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.","[0, 1, 0, 1, 0]",train
918,kalbi and nebbiolo do work together.,"[0, 0, 0, 1, 0]",train
919,"Best Italian food I ever had (and being Italian, that means alot).","[0, 0, 0, 1, 0]",train
920,I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,"[0, 0, 0, 1, 0]",train
921,Located at the end of a magnificent block.,"[1, 0, 0, 0, 0]",train
922,"This restaurant is not worth the time, effort, or money to say the least.","[0, 0, 1, 0, 1]",train
923,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.","[1, 0, 0, 1, 0]",train
924,Keep up the good work guys!,"[0, 0, 0, 0, 1]",train
925,Hurley's is terrific!,"[0, 0, 0, 0, 1]",train
926,They don't walk around with the trays of Dim Sum.,"[1, 0, 0, 0, 0]",train
927,Took my sister here before attending a show one evening.,"[0, 0, 0, 0, 1]",train
928,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).","[0, 1, 0, 0, 0]",train
929,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,"[0, 1, 0, 0, 0]",train
930,Really.,"[0, 0, 0, 0, 1]",train
931,I really loved the different and inovated touch that's the cheff gives to the food.,"[0, 0, 0, 1, 0]",train
932,Our friends have not arrived yet.,"[0, 0, 0, 0, 1]",train
933,They came out over cooked and the cheese was almost non existant.,"[0, 0, 0, 1, 0]",train
934,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.","[0, 1, 0, 1, 0]",train
935,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!","[0, 1, 0, 0, 1]",train
936,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.","[0, 0, 0, 0, 1]",train
937,Never once did I leave feeling unwelcome or impressed.,"[0, 0, 0, 0, 1]",train
938,"The food is good, especially their more basic dishes, and the drinks are delicious.","[0, 0, 0, 1, 0]",train
939,But the main hit was the whole grilled fish.,"[0, 0, 0, 1, 0]",train
940,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.","[0, 0, 1, 0, 0]",train
941,On a hot day it was fabulous to stop in and enjoy lunch.,"[0, 0, 0, 0, 1]",train
942,The food is delicious and beautifully prepared along with the friendly and personable service.,"[0, 1, 0, 1, 0]",train
943,I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,"[0, 0, 0, 0, 1]",train
944,Pizza here is consistently good.,"[0, 0, 0, 1, 0]",train
945,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,"[1, 0, 0, 1, 0]",train
946,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.","[0, 1, 0, 0, 0]",train
947,Wouldn't recomend it for dinner!,"[0, 0, 0, 0, 1]",train
948,Sauce was watery and the food didn't have much flavor.,"[0, 0, 0, 1, 0]",train
949,My husband and I enjoy Sangria.,"[0, 0, 0, 1, 0]",train
950,"But after last night, Spice Grill is the only place I'm eating indian cuisine.","[0, 0, 0, 1, 0]",train
951,We both opted for a pasta dish and they were served timely and fresh.,"[0, 1, 0, 1, 0]",train
952,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...","[0, 1, 0, 0, 0]",train
953,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!","[1, 0, 0, 1, 0]",train
954,"In an area sadly lacking in decent Thai food, this is one of the best spots.","[0, 0, 0, 1, 0]",train
955,Tell them Herky sent you and get a free confused look from the waiter.,"[0, 0, 0, 0, 1]",train
956,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,"[0, 1, 0, 0, 0]",train
957,The food was average or above including some surprising tasty dishes.,"[0, 0, 0, 1, 0]",train
958,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,"[0, 0, 0, 1, 0]",train
959,Other apetizers and food,"[0, 0, 0, 1, 0]",train
960,The noodle and rices dishes taste great.,"[0, 0, 0, 1, 0]",train
961,The food's as good as ever.,"[0, 0, 0, 1, 0]",train
962,"The crust is thin, the ingredients are fresh and the staff is friendly.","[0, 1, 0, 1, 0]",train
963,Your friends will thank you for introducing them to this gem!,"[0, 0, 0, 0, 1]",train
964,Also a little more expensive than your average bagel place.,"[0, 0, 1, 0, 0]",train
965,"the food was undercooked-the sauce watery, and the vegetables raw.","[0, 0, 0, 1, 0]",train
966,And the fried clams had just enough kick to them to make 'em worth eating.,"[0, 0, 0, 1, 0]",train
967,The sauces used are also not that exciting.,"[0, 0, 0, 1, 0]",train
968,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,"[0, 0, 0, 1, 0]",train
969,I absolutely love this place!!!,"[0, 0, 0, 0, 1]",train
970,The rice was poor quality and was cooked so badly it was hard.,"[0, 0, 0, 1, 0]",train
971,We had champagne and caviar and felt like princesses!,"[0, 0, 0, 1, 0]",train
972,The shrimp scampi was excellent and the antipasti were plentiful.,"[0, 0, 0, 1, 0]",train
973,I am surprised to say the least and find such practice not worth the effort.,"[0, 0, 0, 0, 1]",train
974,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.","[0, 1, 0, 0, 0]",train
975,"I got the $10 10-piece dim sum combo, every bite of which was great.","[0, 0, 1, 1, 0]",train
976,There are other Vietnamese restaurants in the chinatown area and you can forget about those.,"[0, 0, 0, 0, 1]",train
977,There is also very limited seating and there can be a substantial wait in getting food at peak times.,"[1, 1, 0, 0, 0]",train
978,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!","[0, 0, 0, 1, 0]",train
979,No thanks!!!,"[0, 0, 0, 0, 1]",train
980,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.","[0, 1, 0, 0, 0]",train
981,I would definently recommend this restaurant.,"[0, 0, 0, 0, 1]",train
982,The prices are wonderfully low.,"[0, 0, 1, 0, 0]",train
983,If you like spicy food get the chicken vindaloo.,"[0, 0, 0, 1, 0]",train
984,I lOVE THIS PLACE!,"[0, 0, 0, 0, 1]",train
985,I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,"[0, 0, 1, 1, 0]",train
986,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.","[0, 0, 0, 1, 0]",train
987,"A big disappointment, all around.","[0, 0, 0, 0, 1]",train
988,And its absolutely DELICIOUS.,"[0, 0, 0, 1, 0]",train
989,No free drink.,"[0, 0, 1, 0, 0]",train
990,I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,"[0, 0, 0, 1, 0]",train
991,This is my first time writing a review for a restaurant because the food and service was excellent.,"[0, 1, 0, 1, 1]",train
992,Definitely Highly NOT recommended.,"[0, 0, 0, 0, 1]",train
993,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.","[0, 0, 1, 1, 0]",train
994,I had a huge group for my birthday and we were well taken care of.,"[0, 1, 0, 0, 0]",train
995,The two star chefs left quite some time ago to open their own place.,"[0, 0, 0, 0, 1]",train
996,Don't waste money on decor.,"[1, 0, 0, 0, 0]",train
997,They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,"[1, 0, 0, 0, 0]",train
998,"go to any corned indian restaurant, and the little india strip along east 6 st rules supreme!","[0, 0, 0, 0, 1]",train
999,I have never before eaten 40 pieces of relatively good nigiri.,"[0, 0, 0, 1, 1]",train
1000,"Given the incredible architecture surrounding it, this place has no character.","[1, 0, 0, 0, 0]",train
1001,I'd call it an 'italian dinner'.,"[0, 0, 0, 0, 1]",train
1002,my first time here was with my gf for our 12 month anniversary.,"[0, 0, 0, 0, 1]",train
1003,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.","[1, 0, 1, 1, 0]",train
1004,I have walked by this place for eons and finally went thanks to a girls' night.,"[0, 0, 0, 0, 1]",train
1005,Have frequented 'ino for several years and the food remains excellent.,"[0, 0, 0, 1, 1]",train
1006,"Their eggplant is so delicate, sweet tender!","[0, 0, 0, 1, 0]",train
1007,I pray it stays open forever.,"[0, 0, 0, 0, 1]",train
1008,"Each bite of food at Kai was indeed delicious, fresh, and elegant.","[0, 0, 0, 1, 0]",train
1009,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,"[0, 0, 1, 1, 0]",train
1010,"If you want to save some money, don't go here.","[0, 0, 1, 0, 0]",train
1011,My friend got the mushroom pizza which tasted better.,"[0, 0, 0, 1, 0]",train
1012,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).","[0, 0, 0, 1, 0]",train
1013,"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.","[1, 1, 0, 0, 0]",train
1014,This is the first time Citysearch did't call it right.,"[0, 0, 0, 0, 1]",train
1015,You should pass on the calamari.,"[0, 0, 0, 1, 0]",train
1016,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.","[0, 0, 0, 1, 0]",train
1017,Try the spicy wontons and the salt pepper shrimps.,"[0, 0, 0, 1, 0]",train
1018,THE FOOD PORTIONS ARE REALLY LARGE.,"[0, 0, 0, 1, 0]",train
1019,The fries are yummy.,"[0, 0, 0, 1, 0]",train
1020,"Friendly and informative staff, very attentive and prompt raw bar service.","[0, 1, 0, 0, 0]",train
1021,Best Taiwanese food in NY!,"[0, 0, 0, 1, 0]",train
1022,I have eaten at many pizza places around NYC and this is hands down the worst.,"[0, 0, 0, 0, 1]",train
1023,This place is a great stop for great food.,"[0, 0, 0, 1, 0]",train
1024,All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,"[0, 0, 0, 1, 0]",train
1025,What for?,"[0, 0, 0, 0, 1]",train
1026,Fantastic!,"[0, 0, 0, 0, 1]",train
1027,"they were dry and disgusting, i didn't even finish my first piece.","[0, 0, 0, 1, 0]",train
1028,HIGHLY RECOMMENDED for a first date.,"[0, 0, 0, 0, 1]",train
1029,"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.","[0, 1, 0, 0, 0]",train
1030,And the prices were way to high for what you get.,"[0, 0, 1, 0, 0]",train
